,Unnamed: 0,Lat,Lon,Bathy
326,768,-78,-132,-543.5
327,771,-78,-129,-513.75
328,773,-78,-127,-584.25
329,775,-78,-125,-681.75
330,777,-78,-123,-669.25
331,778,-78,-122,-639.25
332,779,-78,-121,-653.5
333,780,-78,-120,-507.75
334,781,-78,-119,-804.25
335,782,-78,-118,-1182.25
336,783,-78,-117,-1123.25
337,784,-78,-116,-1060.75
338,785,-78,-115,-1514.25
339,786,-78,-114,-1016.75
340,787,-78,-113,-1220.0
341,788,-78,-112,-1425.75
342,789,-78,-111,-1766.0
343,790,-78,-110,-1459.25
344,791,-78,-109,-1296.75
345,792,-78,-108,-1366.0
346,793,-78,-107,-1474.75
347,794,-78,-106,-971.5
348,795,-78,-105,-1268.75
349,796,-78,-104,-831.25
350,797,-78,-103,-1318.75
351,798,-78,-102,-1094.5
352,799,-78,-101,-1124.25
353,800,-78,-100,-1201.25
354,801,-78,-99,-1231.0
355,802,-78,-98,-1552.5
356,803,-78,-97,-1255.5
357,804,-78,-96,-1600.75
358,805,-78,-95,-2060.5
359,806,-78,-94,-2076.75
360,807,-78,-93,-1910.75
361,808,-78,-92,-876.5
362,809,-78,-91,-594.5
363,816,-78,-84,-2006.0
364,819,-78,-81,-508.5
365,820,-78,-80,-1180.0
366,821,-78,-79,-1226.0
367,822,-78,-78,-1056.25
368,823,-78,-77,-904.75
369,824,-78,-76,-592.25
370,825,-78,-75,-547.25
371,827,-78,-73,-882.5
372,828,-78,-72,-1220.0
373,829,-78,-71,-1265.25
374,830,-78,-70,-1228.75
375,831,-78,-69,-1152.5
376,832,-78,-68,-1069.0
377,833,-78,-67,-976.0
378,834,-78,-66,-923.75
379,835,-78,-65,-763.75
380,836,-78,-64,-729.0
381,837,-78,-63,-708.5
382,838,-78,-62,-702.75
383,839,-78,-61,-719.0
384,840,-78,-60,-750.5
385,841,-78,-59,-752.0
386,842,-78,-58,-722.5
387,843,-78,-57,-689.25
388,844,-78,-56,-674.0
389,845,-78,-55,-644.75
390,846,-78,-54,-628.5
391,847,-78,-53,-598.25
392,848,-78,-52,-550.25
393,857,-78,-43,-526.5
394,858,-78,-42,-748.25
395,859,-78,-41,-906.0
396,860,-78,-40,-1063.5
397,861,-78,-39,-1206.25
398,862,-78,-38,-1119.5
399,863,-78,-37,-1028.25
400,872,-78,-28,-532.0
401,873,-78,-27,-789.5
402,874,-78,-26,-577.0
403,885,-78,-15,-509.75
404,886,-78,-14,-615.75
405,887,-78,-13,-814.75
406,888,-78,-12,-911.75
407,889,-78,-11,-967.5
408,890,-78,-10,-948.25
409,891,-78,-9,-844.75
410,892,-78,-8,-874.0
411,893,-78,-7,-936.75
412,894,-78,-6,-949.0
413,895,-78,-5,-847.25
414,896,-78,-4,-811.0
415,897,-78,-3,-757.0
416,900,-78,0,-610.75
417,901,-78,1,-549.0
418,902,-78,2,-576.0
419,1006,-78,106,-1247.7499999999898
420,1021,-78,121,-517.7500000000034
421,1022,-78,122,-575.4999999999932
422,1023,-78,123,-500.2499999999966
423,1038,-78,138,-532.0000000000068
424,1039,-78,139,-553.0
425,1040,-78,140,-539.5
426,1041,-78,141,-568.5
427,1042,-78,142,-571.2499999999966
428,1043,-78,143,-543.0
429,1044,-78,144,-572.5
430,1045,-78,145,-546.0
431,1068,-78,168,-573.0000000000273
432,1069,-78,169,-850.2499999999966
433,1070,-78,170,-844.0
434,1071,-78,171,-827.0
435,1072,-78,172,-797.5
436,1073,-78,173,-774.2500000000034
437,1074,-78,174,-835.5
438,1075,-78,175,-792.2499999999966
439,1076,-78,176,-761.7499999999966
440,1077,-78,177,-743.2499999999966
441,1078,-78,178,-622.2499999999966
442,1079,-78,179,-638.5000000000068
443,1080,-77,-180,-692.5
444,1081,-77,-179,-627.0
445,1082,-77,-178,-584.5
446,1083,-77,-177,-615.5
447,1084,-77,-176,-606.75
448,1085,-77,-175,-544.0
449,1086,-77,-174,-522.5
450,1087,-77,-173,-505.0
451,1090,-77,-170,-529.5
452,1091,-77,-169,-511.0
453,1095,-77,-165,-524.25
454,1096,-77,-164,-629.75
455,1097,-77,-163,-629.75
456,1098,-77,-162,-530.25
457,1105,-77,-155,-562.0
458,1107,-77,-153,-1136.0
459,1108,-77,-152,-997.25
460,1113,-77,-147,-524.5
461,1129,-77,-131,-775.75
462,1138,-77,-122,-714.0
463,1139,-77,-121,-757.0
464,1141,-77,-119,-667.0
465,1142,-77,-118,-1015.5
466,1146,-77,-114,-997.25
467,1147,-77,-113,-1262.0
468,1148,-77,-112,-1223.0
469,1149,-77,-111,-1377.0
470,1150,-77,-110,-1312.25
471,1151,-77,-109,-1238.75
472,1152,-77,-108,-1278.75
473,1153,-77,-107,-1420.5
474,1154,-77,-106,-1441.25
475,1155,-77,-105,-1443.75
476,1156,-77,-104,-1218.5
477,1157,-77,-103,-1396.75
478,1158,-77,-102,-1432.25
479,1159,-77,-101,-1320.5
480,1160,-77,-100,-1087.0
481,1161,-77,-99,-892.0
482,1162,-77,-98,-571.75
483,1163,-77,-97,-545.75
484,1164,-77,-96,-631.0
485,1165,-77,-95,-586.5
486,1166,-77,-94,-836.0
487,1167,-77,-93,-920.5
488,1168,-77,-92,-1118.75
489,1169,-77,-91,-1093.75
490,1170,-77,-90,-974.75
491,1171,-77,-89,-1167.75
492,1172,-77,-88,-1247.0
493,1173,-77,-87,-1438.0
494,1174,-77,-86,-1833.5
495,1175,-77,-85,-2127.75
496,1176,-77,-84,-1488.75
497,1178,-77,-82,-679.5
498,1183,-77,-77,-825.75
499,1184,-77,-76,-1292.0
500,1185,-77,-75,-1369.25
501,1186,-77,-74,-1229.75
502,1187,-77,-73,-1199.0
503,1188,-77,-72,-1160.5
504,1189,-77,-71,-1187.5
505,1190,-77,-70,-1142.25
506,1191,-77,-69,-1211.5
507,1192,-77,-68,-1118.0
508,1193,-77,-67,-976.0
509,1194,-77,-66,-828.5
510,1195,-77,-65,-611.5
511,1196,-77,-64,-671.5
512,1197,-77,-63,-676.0
513,1198,-77,-62,-657.0
514,1199,-77,-61,-657.25
515,1200,-77,-60,-669.0
516,1201,-77,-59,-578.25
517,1202,-77,-58,-549.75
518,1203,-77,-57,-501.0
519,1204,-77,-56,-524.5
520,1218,-77,-42,-506.5
521,1220,-77,-40,-692.75
522,1221,-77,-39,-793.0
523,1222,-77,-38,-901.5
524,1223,-77,-37,-976.0
525,1224,-77,-36,-1057.5
526,1225,-77,-35,-918.75
527,1252,-77,-8,-501.5
528,1257,-77,-3,-541.5
529,1258,-77,-2,-616.25
530,1334,-77,74,-568.5
531,1335,-77,75,-700.25
532,1336,-77,76,-803.4999999999659
533,1337,-77,77,-971.7499999999555
534,1364,-77,104,-713.5000000000068
535,1365,-77,105,-975.0
536,1366,-77,106,-684.4999999999659
537,1378,-77,118,-509.5000000000068
538,1379,-77,119,-504.9999999999864
539,1382,-77,122,-582.7499999999898
540,1403,-77,143,-591.0
541,1404,-77,144,-734.5
542,1405,-77,145,-895.7499999999966
543,1406,-77,146,-593.4999999999932
544,1407,-77,147,-515.7499999999966
545,1425,-77,165,-554.2500000000102
546,1426,-77,166,-851.5000000000068
547,1428,-77,168,-584.2500000000443
548,1429,-77,169,-890.0
549,1430,-77,170,-794.7499999999966
550,1431,-77,171,-737.9999999999932
551,1432,-77,172,-672.5
552,1433,-77,173,-590.5
553,1439,-77,179,-554.0
554,1441,-76,-179,-517.75
555,1442,-76,-178,-641.75
556,1443,-76,-177,-604.5
557,1444,-76,-176,-528.25
558,1445,-76,-175,-519.25
559,1446,-76,-174,-517.0
560,1449,-76,-171,-714.75
561,1450,-76,-170,-861.25
562,1451,-76,-169,-963.0
563,1452,-76,-168,-686.0
564,1453,-76,-167,-825.0
565,1454,-76,-166,-836.0
566,1455,-76,-165,-1142.0
567,1456,-76,-164,-1528.25
568,1457,-76,-163,-2206.0
569,1458,-76,-162,-2553.25
570,1459,-76,-161,-2869.75
571,1460,-76,-160,-3131.75
572,1461,-76,-159,-3291.0
573,1462,-76,-158,-3407.0
574,1463,-76,-157,-3423.25
575,1464,-76,-156,-3394.75
576,1465,-76,-155,-3152.5
577,1466,-76,-154,-3356.75
578,1467,-76,-153,-3066.5
579,1469,-76,-151,-551.5
580,1473,-76,-147,-654.25
581,1479,-76,-141,-833.25
582,1499,-76,-121,-912.75
583,1501,-76,-119,-658.75
584,1502,-76,-118,-674.0
585,1505,-76,-115,-1540.25
586,1506,-76,-114,-873.5
587,1507,-76,-113,-740.0
588,1508,-76,-112,-523.75
589,1509,-76,-111,-732.25
590,1510,-76,-110,-963.0
591,1511,-76,-109,-1021.25
592,1512,-76,-108,-1350.75
593,1513,-76,-107,-1265.25
594,1514,-76,-106,-999.5
595,1515,-76,-105,-1225.75
596,1516,-76,-104,-1013.0
597,1517,-76,-103,-753.0
598,1518,-76,-102,-681.5
599,1519,-76,-101,-649.5
600,1520,-76,-100,-967.5
601,1521,-76,-99,-991.5
602,1522,-76,-98,-833.0
603,1523,-76,-97,-1449.5
604,1524,-76,-96,-718.75
605,1525,-76,-95,-749.5
606,1526,-76,-94,-1160.5
607,1527,-76,-93,-666.75
608,1528,-76,-92,-769.0
609,1529,-76,-91,-872.0
610,1530,-76,-90,-809.5
611,1531,-76,-89,-1169.75
612,1532,-76,-88,-1128.25
613,1533,-76,-87,-805.0
614,1534,-76,-86,-993.75
615,1535,-76,-85,-652.5
616,1536,-76,-84,-649.0
617,1537,-76,-83,-752.0
618,1540,-76,-80,-734.75
619,1541,-76,-79,-764.75
620,1542,-76,-78,-1499.25
621,1543,-76,-77,-1298.75
622,1544,-76,-76,-835.0
623,1545,-76,-75,-993.0
624,1555,-76,-65,-721.0
625,1556,-76,-64,-785.5
626,1557,-76,-63,-753.5
627,1558,-76,-62,-736.0
628,1559,-76,-61,-711.0
629,1560,-76,-60,-682.5
630,1561,-76,-59,-503.5
631,1566,-76,-54,-501.0
632,1583,-76,-37,-574.75
633,1584,-76,-36,-672.5
634,1585,-76,-35,-685.5
635,1586,-76,-34,-746.5
636,1587,-76,-33,-747.0
637,1588,-76,-32,-734.5
638,1602,-76,-18,-1229.0
639,1603,-76,-17,-1211.0
640,1684,-76,64,-501.75
641,1691,-76,71,-524.25
642,1694,-76,74,-879.5
643,1737,-76,117,-610.0
644,1738,-76,118,-852.0000000000205
645,1739,-76,119,-543.9999999999795
646,1745,-76,125,-919.4999999999728
647,1754,-76,134,-506.2500000000239
648,1755,-76,135,-1110.5000000000068
649,1762,-76,142,-521.7500000000034
650,1763,-76,143,-552.5
651,1764,-76,144,-696.2500000000034
652,1765,-76,145,-943.2500000000034
653,1766,-76,146,-790.4999999999795
654,1767,-76,147,-724.7499999999966
655,1768,-76,148,-593.7500000000102
656,1769,-76,149,-632.0
657,1783,-76,163,-663.5000000000614
658,1784,-76,164,-761.9999999999932
659,1785,-76,165,-881.2500000000034
660,1786,-76,166,-508.00000000005457
661,1787,-76,167,-671.2499999999966
662,1788,-76,168,-505.9999999999932
663,1790,-76,170,-623.2499999999966
664,1791,-76,171,-591.9999999999932
665,1792,-76,172,-577.4999999999932
666,1793,-76,173,-568.7499999999966
667,1794,-76,174,-535.7500000000034
668,1795,-76,175,-564.7499999999966
669,1799,-76,179,-504.4999999999932
670,1801,-75,-179,-515.5
671,1802,-75,-178,-506.5
672,1803,-75,-177,-571.25
673,1804,-75,-176,-1811.75
674,1805,-75,-175,-1953.75
675,1806,-75,-174,-1905.0
676,1807,-75,-173,-1937.5
677,1808,-75,-172,-2129.25
678,1809,-75,-171,-2365.0
679,1810,-75,-170,-2520.75
680,1811,-75,-169,-2709.5
681,1812,-75,-168,-2978.25
682,1813,-75,-167,-2953.5
683,1814,-75,-166,-3254.75
684,1815,-75,-165,-3349.75
685,1816,-75,-164,-3523.0
686,1817,-75,-163,-3493.5
687,1818,-75,-162,-3524.5
688,1819,-75,-161,-3572.25
689,1820,-75,-160,-3591.25
690,1821,-75,-159,-3664.75
691,1822,-75,-158,-3678.25
692,1823,-75,-157,-3677.25
693,1824,-75,-156,-3732.25
694,1825,-75,-155,-3726.5
695,1826,-75,-154,-3753.5
696,1827,-75,-153,-3851.75
697,1828,-75,-152,-3719.5
698,1829,-75,-151,-3749.5
699,1830,-75,-150,-3764.5
700,1831,-75,-149,-3728.75
701,1832,-75,-148,-3509.0
702,1833,-75,-147,-3509.5
703,1834,-75,-146,-2815.5
704,1835,-75,-145,-809.0
705,1846,-75,-134,-1045.75
706,1847,-75,-133,-516.75
707,1849,-75,-131,-698.5
708,1855,-75,-125,-557.0
709,1860,-75,-120,-507.0
710,1863,-75,-117,-891.75
711,1866,-75,-114,-1565.0
712,1868,-75,-112,-659.5
713,1869,-75,-111,-927.0
714,1870,-75,-110,-787.75
715,1871,-75,-109,-666.25
716,1872,-75,-108,-683.0
717,1874,-75,-106,-832.25
718,1875,-75,-105,-1019.25
719,1877,-75,-103,-668.5
720,1878,-75,-102,-932.5
721,1879,-75,-101,-939.25
722,1880,-75,-100,-547.75
723,1884,-75,-96,-506.0
724,1885,-75,-95,-744.5
725,1886,-75,-94,-736.25
726,1887,-75,-93,-758.5
727,1888,-75,-92,-536.25
728,1891,-75,-89,-632.25
729,1892,-75,-88,-605.25
730,1893,-75,-87,-690.75
731,1894,-75,-86,-903.25
732,1895,-75,-85,-831.5
733,1896,-75,-84,-856.0
734,1897,-75,-83,-854.25
735,1898,-75,-82,-635.0
736,1899,-75,-81,-766.0
737,1901,-75,-79,-683.75
738,1902,-75,-78,-1787.75
739,1904,-75,-76,-1047.0
740,1905,-75,-75,-928.25
741,1916,-75,-64,-970.75
742,1917,-75,-63,-514.0
743,1918,-75,-62,-539.75
744,1919,-75,-61,-633.0
745,1920,-75,-60,-640.0
746,1921,-75,-59,-585.0
747,1922,-75,-58,-562.5
748,1923,-75,-57,-524.5
749,1930,-75,-50,-502.75
750,1931,-75,-49,-545.25
751,1932,-75,-48,-541.5
752,1933,-75,-47,-524.0
753,1945,-75,-35,-503.5
754,1946,-75,-34,-559.0
755,1947,-75,-33,-589.25
756,1948,-75,-32,-610.5
757,1949,-75,-31,-569.0
758,1955,-75,-25,-707.75
759,1956,-75,-24,-682.5
760,2052,-75,72,-534.25
761,2091,-75,111,-600.0000000000068
762,2092,-75,112,-743.2500000000034
763,2093,-75,113,-834.4999999999932
764,2094,-75,114,-831.4999999999932
765,2095,-75,115,-704.2500000000034
766,2096,-75,116,-680.2499999999966
767,2097,-75,117,-1232.0
768,2098,-75,118,-775.7499999999898
769,2099,-75,119,-691.249999999983
770,2113,-75,133,-786.7499999999966
771,2114,-75,134,-783.9999999999864
772,2122,-75,142,-504.5000000000136
773,2123,-75,143,-714.5000000000068
774,2124,-75,144,-969.2499999999966
775,2125,-75,145,-802.5
776,2126,-75,146,-820.9999999999864
777,2127,-75,147,-830.5000000000068
778,2128,-75,148,-688.4999999999932
779,2143,-75,163,-613.5000000000341
780,2144,-75,164,-628.7500000000784
781,2145,-75,165,-897.0000000000068
782,2146,-75,166,-1037.2499999999898
783,2147,-75,167,-637.4999999999932
784,2151,-75,171,-514.2500000000034
785,2152,-75,172,-546.0000000000068
786,2153,-75,173,-501.2499999999966
787,2162,-74,-178,-527.5
788,2163,-74,-177,-792.25
789,2164,-74,-176,-2112.75
790,2165,-74,-175,-2460.0
791,2166,-74,-174,-2893.75
792,2167,-74,-173,-2620.0
793,2168,-74,-172,-3359.25
794,2169,-74,-171,-3437.0
795,2170,-74,-170,-3558.25
796,2171,-74,-169,-3615.5
797,2172,-74,-168,-3677.5
798,2173,-74,-167,-3700.5
799,2174,-74,-166,-3696.75
800,2175,-74,-165,-3807.75
801,2176,-74,-164,-3751.0
802,2177,-74,-163,-3657.0
803,2178,-74,-162,-3651.5
804,2179,-74,-161,-3759.25
805,2180,-74,-160,-3889.25
806,2181,-74,-159,-3994.25
807,2182,-74,-158,-3940.0
808,2183,-74,-157,-3893.75
809,2184,-74,-156,-3942.25
810,2185,-74,-155,-3927.5
811,2186,-74,-154,-3940.0
812,2187,-74,-153,-3998.25
813,2188,-74,-152,-4025.75
814,2189,-74,-151,-4050.5
815,2190,-74,-150,-4071.0
816,2191,-74,-149,-3976.5
817,2192,-74,-148,-4014.5
818,2193,-74,-147,-3996.5
819,2194,-74,-146,-3937.5
820,2195,-74,-145,-3878.0
821,2196,-74,-144,-3876.75
822,2197,-74,-143,-3757.25
823,2198,-74,-142,-3499.75
824,2199,-74,-141,-3463.5
825,2200,-74,-140,-3198.75
826,2201,-74,-139,-3088.75
827,2202,-74,-138,-2609.5
828,2203,-74,-137,-2356.75
829,2204,-74,-136,-1436.5
830,2208,-74,-132,-595.0
831,2209,-74,-131,-595.25
832,2210,-74,-130,-701.0
833,2211,-74,-129,-765.5
834,2212,-74,-128,-706.25
835,2213,-74,-127,-738.5
836,2217,-74,-123,-619.25
837,2220,-74,-120,-626.5
838,2221,-74,-119,-752.25
839,2222,-74,-118,-1212.5
840,2224,-74,-116,-1057.25
841,2226,-74,-114,-531.0
842,2227,-74,-113,-531.5
843,2228,-74,-112,-634.0
844,2231,-74,-109,-821.25
845,2233,-74,-107,-747.5
846,2234,-74,-106,-1115.75
847,2237,-74,-103,-628.75
848,2238,-74,-102,-614.25
849,2251,-74,-89,-508.25
850,2255,-74,-85,-501.5
851,2257,-74,-83,-504.5
852,2261,-74,-79,-528.25
853,2263,-74,-77,-602.25
854,2280,-74,-60,-641.5
855,2281,-74,-59,-559.5
856,2282,-74,-58,-520.0
857,2283,-74,-57,-504.0
858,2295,-74,-45,-528.0
859,2296,-74,-44,-557.0
860,2297,-74,-43,-517.0
861,2298,-74,-42,-560.0
862,2299,-74,-41,-659.25
863,2300,-74,-40,-791.5
864,2301,-74,-39,-1000.25
